,seller_state,customer_state,total_order,product_weight_g,product_square_cm,price,freight_value,avg_shipping_fee,shipping_fee_1000cm,shipping_fee_100g
249,ES,CE,4,28375.0,60036.0,326.99,205.69,51.4225,3.426111000066627,0.7248986784140969
250,RS,TO,4,9025.0,75196.0,529.89,204.39,51.0975,2.718096707271663,2.264709141274238
251,PE,RO,3,1666.0,12584.0,489.7000000000001,203.69,67.89666666666666,16.18642720915448,12.226290516206483
252,RN,RN,24,7650.0,40044.0,866.9,199.93,8.330416666666666,4.992757966237139,2.613464052287582
253,RN,RS,5,8347.0,54867.0,1551.8,198.48,39.696,3.617474984963639,2.377860309093087
254,MS,RJ,9,26617.0,82097.0,1827.86,198.04,22.004444444444445,2.4122684141929667,0.744035766615321
255,BA,AL,10,10015.0,64575.0,3820.77,196.18,19.618000000000002,3.038017808749516,1.958861707438842
256,RN,PR,4,11750.0,61376.0,2423.0,195.14,48.785,3.179418665276329,1.6607659574468085
257,ES,ES,9,61850.0,179146.0,1134.0,189.27,21.03,1.056512565170308,0.3060145513338723
258,GO,MT,10,6592.0,57075.0,950.04,188.43,18.843,3.301445466491459,2.8584648058252426
259,MT,SC,6,4300.0,33602.0,560.02,187.55,31.258333333333336,5.581513005178264,4.361627906976744
260,MT,PE,6,4800.0,91198.0,782.5,187.33,31.221666666666668,2.054102063641747,3.902708333333334
261,ES,TO,4,34400.0,87892.0,419.8,186.1,46.525,2.1173713193464705,0.5409883720930232
262,GO,ES,5,6579.0,49176.0,903.43,184.5,36.9,3.7518301610541727,2.80437756497948
263,BA,RN,10,5350.0,34490.0,1872.85,182.24,18.224,5.283850391417802,3.406355140186916
264,GO,MS,9,6175.0,41978.0,616.74,181.94,20.215555555555554,4.334175044070704,2.9463967611336033
265,MT,BA,4,4900.0,68760.0,589.0,178.57,44.6425,2.597004072134962,3.6442857142857146
266,DF,RN,7,6683.0,55401.0,683.1800000000001,174.18,24.882857142857144,3.143986570639519,2.606314529402963
267,PE,PI,8,6759.0,50870.0,2766.9,172.27,21.53375,3.38647532927069,2.5487498150613996
268,DF,TO,5,27266.0,158336.0,535.56,169.46,33.892,1.0702556588520615,0.6215066383041151
269,MA,MA,15,7900.0,59033.0,1191.85,167.99,11.199333333333334,2.845696474853048,2.1264556962025316
270,BA,SE,9,6575.0,39596.0,2915.85,164.94,18.326666666666668,4.165572280028285,2.508593155893536
271,RN,BA,5,9547.0,61354.0,1424.9,157.05,31.410000000000004,2.5597353065814783,1.6450193778150206
272,DF,MS,8,7825.0,82476.0,441.47,156.12,19.515,1.8929143023424997,1.995143769968051
273,ES,GO,3,22525.0,108609.0,1587.5,155.63,51.876666666666665,1.4329383384434071,0.6909211986681465
274,MT,DF,6,5758.0,65322.0,618.3,155.0,25.833333333333332,2.3728605982670463,2.6919069121222647
275,MA,CE,9,4600.0,37620.0,817.91,151.54000000000002,16.83777777777778,4.028176501860713,3.2943478260869568
276,PR,AP,3,4600.0,21768.0,1708.14,149.99,49.99666666666667,6.890389562660787,3.260652173913044
277,CE,GO,1,19150.0,105792.0,399.0,144.29,144.29,1.363902752571083,0.7534725848563968
278,ES,PA,2,10275.0,36265.0,268.0,144.24,72.12,3.9773886667585825,1.4037956204379562
279,PE,SE,9,5081.0,43280.0,1426.7,140.29,15.587777777777777,3.241451016635859,2.7610706553827984
280,ES,PI,2,11700.0,63294.0,187.0,139.95,69.975,2.211110057825386,1.1961538461538461
281,CE,MT,3,10050.0,25200.0,449.7000000000001,134.86,44.95333333333334,5.351587301587302,1.3418905472636817
282,CE,PE,7,16650.0,72688.0,1094.66,133.49,19.07,1.8364791987673343,0.8017417417417417
283,MG,AP,3,12540.0,15233.0,407.9,132.02,44.00666666666667,8.666710431300467,1.0527910685805424
284,PE,AL,9,4748.0,40130.0,1280.69,131.03,14.55888888888889,3.2651383005232995,2.7596882898062343
285,PE,PB,8,4362.0,40604.0,1064.2,129.44,16.18,3.187863264702985,2.9674461256304445
286,MS,BA,3,6125.0,17846.0,509.7000000000001,127.46,42.486666666666665,7.142216743247786,2.0809795918367344
287,MA,TO,2,1050.0,8664.0,187.98,123.85,61.925,14.294783010156971,11.795238095238094
288,CE,MA,2,24400.0,143872.0,998.0,123.11,61.555,0.8556911699288255,0.5045491803278689
289,MA,MT,4,2050.0,17328.0,347.96,122.52,30.63,7.070637119113574,5.976585365853658
290,PE,MA,5,2916.0,29180.0,703.19,120.96,24.192,4.145305003427005,4.148148148148148
291,MA,MS,3,1750.0,14364.0,309.97,120.51,40.17,8.389724310776943,6.886285714285714
292,MT,MS,5,11875.0,30621.0,458.3,118.59,23.718,3.8728323699421967,0.9986526315789473
293,MT,MA,3,3750.0,32760.0,415.9,115.56,38.52,3.527472527472528,3.0816
294,MT,MT,7,15400.0,77234.0,653.64,115.34,16.47714285714286,1.4933837429111532,0.7489610389610389
295,BA,MS,2,12500.0,72111.0,834.0,114.13,57.065,1.582698894759468,0.9130400000000001
296,RS,AP,3,4200.0,35728.0,494.8,113.29,37.763333333333335,3.1709023734885804,2.6973809523809527
297,MT,PA,3,3650.0,57840.0,446.0,107.63,35.876666666666665,1.86082295988935,2.948767123287671
298,RO,RJ,2,4567.0,11102.0,1799.98,106.99,53.495,9.637002341920374,2.3426757171009416
299,MS,PR,4,8525.0,41557.0,735.78,105.5,26.375,2.538681810525303,1.2375366568914956
300,BA,RO,2,5400.0,38688.0,2499.9,105.22,52.61,2.7197063688999172,1.9485185185185185
301,CE,MG,4,8300.0,61152.0,386.8,103.58,25.895,1.6938121402407116,1.2479518072289155
302,PI,SP,2,1400.0,8000.0,109.0,102.94,51.47,12.8675,7.352857142857143
303,MA,SE,5,2600.0,20292.0,442.95,101.99,20.398,5.026118667455154,3.9226923076923077
304,PA,SP,6,3650.0,32224.0,1000.0,100.82,16.80333333333333,3.128723932472691,2.7621917808219174
305,MS,MG,4,10075.0,21859.0,821.6,99.38,24.845,4.546411089253854,0.9864019851116625
306,MS,DF,4,10425.0,70833.0,598.88,97.71,24.4275,1.3794417856084027,0.9372661870503597
307,CE,RN,1,19000.0,105792.0,399.0,97.44,97.44,0.9210526315789473,0.5128421052631579
308,MA,AL,4,1400.0,11856.0,260.96,95.02,23.755,8.01450742240216,6.7871428571428565
309,MA,PA,5,3100.0,23028.0,538.9499999999999,90.65,18.130000000000003,3.9365120722598577,2.9241935483870973
310,BA,TO,2,3100.0,19905.0,1449.0,90.27,45.135,4.535041446872645,2.9119354838709675
311,ES,RO,1,9000.0,19656.0,99.0,89.82,89.82,4.569597069597069,0.9979999999999999
312,GO,PI,2,949.0,7608.0,246.35,87.88,43.94,11.550998948475288,9.26027397260274
313,MA,PI,5,2750.0,20292.0,490.95,86.9,17.380000000000003,4.2824758525527304,3.16
314,BA,RR,1,800.0,3528.0,349.0,86.21,86.21,24.435941043083897,10.77625
315,CE,MS,1,17800.0,25200.0,139.0,85.75,85.75,3.4027777777777777,0.48174157303370785
316,GO,TO,5,2141.0,17620.0,252.99,85.15,17.03,4.832576617480137,3.97711349836525
317,MA,PB,4,1800.0,14592.0,299.96000000000004,85.03,21.2575,5.827165570175438,4.723888888888889
318,PE,RN,4,5416.0,32534.0,2277.7,83.6,20.9,2.5696194750107577,1.5435745937961594
319,MT,PB,2,2450.0,19964.0,312.8,80.86,40.43,4.050290522941294,3.300408163265306
320,PI,MG,2,6838.0,11460.0,443.0,79.32,39.66,6.9214659685863875,1.1599883006727112
321,SE,PE,2,3150.0,21246.0,209.8,79.0,39.5,3.718346982961499,2.507936507936508
322,MT,CE,2,9550.0,37500.0,210.0,77.24,38.62,2.0597333333333334,0.8087958115183246
323,MT,ES,2,2500.0,21840.0,272.9,77.00999999999999,38.504999999999995,3.526098901098901,3.0804
324,MA,RN,3,1050.0,8892.0,189.97,75.62,25.206666666666667,8.504273504273504,7.201904761904762
325,RO,BA,1,17300.0,64980.0,279.99,75.12,75.12,1.1560480147737766,0.43421965317919076
326,RN,CE,4,5250.0,36912.0,881.9,74.94,18.735,2.030234070221066,1.4274285714285713
327,RS,AC,2,3900.0,47612.0,219.08,74.91,37.455,1.5733428547425017,1.9207692307692308
328,CE,SC,2,5900.0,78400.0,634.0,74.86,37.43,0.9548469387755102,1.268813559322034
329,CE,BA,3,8400.0,21120.0,327.3,74.01,24.67,3.5042613636363638,0.8810714285714286
330,PE,MS,2,1233.0,10456.0,285.20000000000005,72.69999999999999,36.349999999999994,6.952945677123181,5.8961881589618805
331,BA,AP,2,3200.0,19905.0,1626.9,71.78,35.89,3.6061291132881186,2.243125
332,RN,RJ,2,4597.0,26955.0,838.9,70.02,35.01,2.5976627712854756,1.523167283010659
333,CE,ES,3,5300.0,30400.0,319.8,69.93,23.310000000000002,2.3003289473684214,1.319433962264151
334,RN,PB,2,4397.0,37155.0,858.9,69.15,34.575,1.8611223253936215,1.572663179440528
335,PB,MG,2,1400.0,11168.0,1548.5,68.88,34.44,6.167621776504298,4.919999999999999
336,MS,MT,2,6517.0,41068.0,144.2,65.49,32.745,1.5946722509009446,1.0049102347705998
337,CE,SE,3,3813.0,31432.0,423.9,61.78,20.593333333333334,1.9655128531432935,1.6202465250458955
338,MG,RR,2,450.0,4898.0,58.8,59.99,29.995,12.247856267864435,13.33111111111111
339,RO,ES,1,3700.0,5250.0,107.0,58.54,58.54,11.15047619047619,1.582162162162162
340,MT,RO,3,2650.0,18734.0,193.9,57.57000000000001,19.19,3.073022312373226,2.17245283018868
341,PB,CE,3,4150.0,52125.0,544.3,56.01,18.669999999999998,1.0745323741007193,1.3496385542168674
342,PI,SC,1,2238.0,8400.0,295.0,54.43,54.43,6.479761904761904,2.4320822162645217
343,DF,SE,3,1617.0,13520.0,393.4,54.31,18.103333333333335,4.0170118343195265,3.3586889301175016
344,RO,SE,1,650.0,1728.0,42.36,54.02,54.02,31.261574074074073,8.310769230769232
345,GO,AM,2,1710.0,11955.0,178.9,53.13,26.565,4.444165621079047,3.1070175438596492
346,CE,PI,3,4400.0,9998.0,269.9,53.08,17.69333333333333,5.309061812362472,1.2063636363636363
347,SE,SP,2,1723.0,19072.0,357.9,52.71,26.355,2.7637374161073827,3.0591990713871158
348,PB,ES,1,550.0,6000.0,27.6,52.48,52.48,8.746666666666666,9.541818181818181
349,ES,MA,2,2013.0,15862.0,341.89,51.88,25.94,3.2707098726516204,2.577247888723299
350,PB,BA,2,1530.0,46000.0,1028.9,51.72,25.86,1.1243478260869566,3.380392156862745
351,BA,AC,1,2800.0,19344.0,1200.0,51.7,51.7,2.672663358147229,1.8464285714285715
352,PB,MT,1,900.0,8000.0,1099.0,51.54,51.54,6.4425,5.726666666666667
353,GO,AC,1,400.0,4050.0,98.99,48.6,48.6,12.0,12.15
354,RN,SC,1,1500.0,9000.0,249.0,48.27,48.27,5.363333333333333,3.218
355,MT,RN,1,1250.0,10920.0,129.9,47.44,47.44,4.344322344322344,3.7952
356,ES,RN,2,2450.0,10416.0,179.9,45.73,22.865,4.390360983102918,1.8665306122448977
357,BA,AM,1,2800.0,19344.0,1340.0,44.74,44.74,2.312861869313482,1.5978571428571429
358,RO,PR,1,640.0,2464.0,208.1,43.49,43.49,17.65016233766234,6.7953125000000005
359,SE,PR,2,200.0,704.0,378.0,43.36,21.68,61.59090909090909,21.68
360,RO,RS,1,950.0,2464.0,149.99,43.08,43.08,17.483766233766232,4.5347368421052625
361,SE,ES,1,2150.0,9234.0,89.9,42.91,42.91,4.646956898418886,1.995813953488372
362,MS,AC,2,3200.0,16000.0,369.8,42.82,21.41,2.67625,1.338125
363,CE,RS,1,1700.0,4320.0,27.5,42.54,42.54,9.847222222222223,2.5023529411764707
364,ES,DF,1,8875.0,24080.0,112.0,42.01,42.01,1.7446013289036544,0.4733521126760563
365,CE,AL,2,2813.0,21840.0,284.0,40.85,20.425,1.8704212454212454,1.4521862779950232
366,PI,PR,1,2238.0,8400.0,295.0,39.28,39.28,4.6761904761904765,1.7551385165326185
367,PR,AC,1,5600.0,56000.0,179.9,39.05,39.05,0.6973214285714285,0.6973214285714285
368,CE,RO,1,5250.0,38080.0,599.0,38.81,38.81,1.019170168067227,0.7392380952380954
369,PB,DF,1,600.0,15625.0,489.5,38.75,38.75,2.48,6.458333333333334
370,SE,RJ,1,1400.0,9234.0,89.9,38.18,38.18,4.134719514836474,2.7271428571428573
371,CE,AM,1,3350.0,8400.0,149.9,38.01,38.01,4.5249999999999995,1.1346268656716416
372,PE,TO,1,533.0,4840.0,149.9,36.37,36.37,7.5144628099173545,6.823639774859287
373,SE,GO,1,4917.0,25047.0,360.8,36.33,36.33,1.450473110552162,0.7388651616839536
374,PI,MA,1,2238.0,8400.0,285.0,35.76,35.76,4.257142857142857,1.5978552278820373
375,PA,PR,1,10825.0,51000.0,99.0,35.75,35.75,0.7009803921568628,0.3302540415704388
376,AM,AL,1,370.0,1122.0,949.0,35.26,35.26,31.42602495543672,9.529729729729729
377,PB,PE,2,900.0,9056.0,746.9,32.47,16.235,3.5854681978798584,3.6077777777777778
378,PE,AP,2,1066.0,9680.0,299.8,31.88,15.94,3.293388429752066,2.9906191369606003
379,PE,MT,1,533.0,4840.0,149.9,30.08,30.08,6.214876033057851,5.643527204502814
380,MS,RS,1,2500.0,10648.0,129.99,29.31,29.31,2.7526296018031555,1.1724
381,PI,CE,1,2238.0,8400.0,295.0,28.15,28.15,3.351190476190476,1.2578194816800714
382,CE,DF,1,1350.0,14640.0,152.49,27.84,27.84,1.901639344262295,2.062222222222222
383,MA,AC,1,350.0,2964.0,66.99,27.75,27.75,9.362348178137651,7.928571428571428
384,RJ,AP,1,1000.0,7632.0,108.0,27.61,27.61,3.6176624737945495,2.761
385,GO,AP,1,450.0,9000.0,75.0,27.59,27.59,3.0655555555555556,6.131111111111111
386,DF,AC,1,150.0,1960.0,199.0,26.42,26.42,13.479591836734695,17.613333333333333
387,RN,PA,1,1500.0,9000.0,249.0,26.29,26.29,2.9211111111111108,1.7526666666666666
388,PB,GO,1,3600.0,19000.0,140.0,26.1,26.1,1.3736842105263158,0.7250000000000001
389,SE,PA,1,1000.0,12012.0,119.9,26.0,26.0,2.1645021645021645,2.6
390,GO,RN,1,200.0,560.0,16.9,25.38,25.38,45.32142857142857,12.689999999999998
391,AM,MG,1,333.0,1944.0,114.0,25.29,25.29,13.009259259259258,7.594594594594595
392,MA,AM,1,700.0,5700.0,122.99,25.21,25.21,4.422807017543859,3.6014285714285714
393,PI,PE,1,2238.0,8400.0,295.0,24.94,24.94,2.969047619047619,1.1143878462913317
394,PB,AL,1,700.0,5400.0,849.5,24.92,24.92,4.614814814814816,3.56
395,PI,PB,1,800.0,4000.0,71.0,23.65,23.65,5.9125,2.95625
396,PB,SE,1,1200.0,19000.0,39.9,23.08,23.08,1.2147368421052631,1.9233333333333331
397,RN,DF,1,115.0,2496.0,32.9,22.85,22.85,9.154647435897436,19.869565217391305
398,AM,MA,1,350.0,2040.0,114.0,21.25,21.25,10.416666666666666,6.071428571428571
399,GO,RO,1,150.0,560.0,24.9,21.15,21.15,37.76785714285714,14.099999999999998
400,MA,AP,1,700.0,5700.0,122.99,21.13,21.13,3.7070175438596493,3.0185714285714282
401,PB,PA,1,300.0,1056.0,67.9,20.93,20.93,19.820075757575758,6.9766666666666675
402,MS,GO,1,1600.0,9261.0,258.99,20.4,20.4,2.202785876255264,1.275
403,PI,PI,1,2238.0,8400.0,295.0,20.08,20.08,2.3904761904761904,0.8972296693476317
404,PB,RN,1,850.0,40500.0,49.9,19.32,19.32,0.47703703703703704,2.2729411764705882
405,MS,SC,1,1700.0,4500.0,174.9,18.79,18.79,4.1755555555555555,1.1052941176470588
406,PA,MG,1,700.0,4500.0,139.0,18.54,18.54,4.119999999999999,2.6485714285714286
407,RN,MG,1,250.0,2816.0,26.0,18.28,18.28,6.4914772727272725,7.312
408,PB,MA,1,300.0,1056.0,67.9,17.48,17.48,16.5530303030303,5.826666666666667
409,RN,AL,1,750.0,9912.0,94.9,15.42,15.42,1.555690072639225,2.056
